,accession,maturity_height_type,Block,Row,Col,Plot,Trt,DOY186,DOY193,DOY200,DOY207,DOY208,DOY209,DOY210,DOY215,DOY216,DOY217,DOY221,DOY223,DOY224,DOY229,DOY231,DOY236,DOY241,DOY252,DOY266,Heading10%,Heading50,Heading90
1604,PI 656118,Type1,5,6,25,50625,LN,NA,NA,NA,NA,NA,0,NA,NA,NA,20,NA,NA,90,NA,NA,NA,NA,NA,NA,213,220,224
1874,PI 656027,Type1,5,7,25,50725,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5,NA,100,NA,NA,NA,NA,224,227,230
2144,PI 659695,Type1,5,8,25,50825,LN,NA,NA,NA,NA,NA,0,NA,NA,NA,80,NA,NA,90,NA,NA,NA,NA,NA,NA,210,214,224
2417,check,Check,5,9,25,50925,LN,NA,NA,NA,NA,NA,0,NA,NA,NA,10,NA,NA,50,NA,100,NA,NA,NA,NA,217,224,230
2684,PI 659693,Type3,5,10,25,51025,LN,NA,NA,0,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,204,208
2954,PI 656116,Type3,5,11,25,51125,LN,NA,NA,0,NA,NA,90,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,205,209
3224,PI 655985,Type3,5,12,25,51225,LN,NA,NA,NA,NA,NA,0,NA,NA,NA,30,NA,NA,70,NA,100,NA,NA,NA,NA,212,220,229
3494,PI 656101,Type3,5,13,25,51325,LN,NA,NA,0,NA,NA,80,NA,NA,NA,90,NA,NA,NA,NA,100,NA,NA,NA,NA,201,206,217
3764,PI 656109,Type3,5,14,25,51425,LN,NA,NA,0,NA,NA,10,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,213,216
4034,PI 656020,Type3,5,15,25,51525,LN,NA,NA,NA,NA,NA,0,NA,NA,NA,100,NA,NA,90,NA,NA,NA,NA,NA,NA,211,217,224
4304,PI 656121,Type3,5,16,25,51625,LN,NA,NA,0,NA,NA,10,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,209,213,216
2617,check,Check,5,1,26,50126,LN,NA,NA,NA,NA,NA,0,NA,NA,NA,30,NA,NA,80,NA,100,NA,NA,NA,NA,212,220,228
534,PI 656056,Type1,5,2,26,50226,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,90,NA,NA,NA,NA,225,228,231
804,check,Check,5,3,26,50326,LN,NA,NA,NA,NA,NA,0,NA,NA,NA,30,NA,NA,90,NA,NA,NA,NA,NA,NA,212,219,224
1074,PI 566819,Type1,5,4,26,50426,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,60,100,NA,237,240,249
1344,PI 659691,Type1,5,5,26,50526,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,100,NA,237,241,250
1617,PI 655984,Type1,5,6,26,50626,LN,NA,NA,NA,NA,NA,0,NA,NA,NA,40,NA,NA,90,NA,NA,NA,NA,NA,NA,211,218,224
1884,PI 656082,Type1,5,7,26,50726,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,30,100,NA,NA,233,237,240
2154,PI 653616,Type1,5,8,26,50826,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,70,100,NA,NA,232,235,239
2424,PI 656105,Type3,5,9,26,50926,LN,NA,NA,NA,NA,NA,0,NA,NA,NA,50,NA,NA,90,NA,100,NA,NA,NA,NA,211,217,224
2694,PI 655999,Type3,5,10,26,51026,LN,NA,NA,NA,NA,NA,0,NA,NA,NA,80,NA,NA,90,NA,100,NA,NA,NA,NA,210,214,224
2964,PI 656019,Type3,5,11,26,51126,LN,NA,NA,0,NA,NA,5,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,209,213,217
3234,PI 656055,Type3,5,12,26,51226,LN,NA,NA,NA,NA,NA,0,NA,NA,NA,20,NA,NA,50,NA,100,NA,NA,NA,NA,213,224,230
3504,PI 656112,Type3,5,13,26,51326,LN,NA,NA,NA,NA,NA,0,NA,NA,NA,70,NA,NA,100,NA,NA,NA,NA,NA,NA,210,215,222
3774,PI 656104,Type3,5,14,26,51426,LN,NA,NA,0,NA,NA,50,NA,NA,NA,80,NA,NA,90,NA,100,NA,NA,NA,NA,202,209,224
4044,PI 656119,Type3,5,15,26,51526,LN,NA,NA,NA,NA,NA,0,NA,NA,NA,60,NA,NA,100,NA,NA,NA,NA,NA,NA,210,216,222
4314,PI 656081,Type3,5,16,26,51626,LN,NA,NA,NA,NA,NA,0,NA,NA,NA,10,NA,NA,70,NA,100,NA,NA,NA,NA,217,222,229
2717,PI 656097,Type1,5,1,27,50127,LN,NA,NA,NA,NA,NA,0,NA,NA,NA,20,NA,NA,50,NA,90,NA,NA,NA,NA,213,224,231
544,PI 656031,Type1,5,2,27,50227,LN,NA,NA,0,NA,NA,10,NA,NA,NA,90,NA,NA,NA,NA,100,NA,NA,NA,NA,209,213,217
817,PI 656079,Type1,5,3,27,50327,LN,NA,NA,NA,NA,NA,0,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,210,213,217
1084,PI 656058,Type1,5,4,27,50427,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,20,NA,80,100,NA,NA,NA,220,228,234
1354,PI 656093,Type1,5,5,27,50527,LN,NA,NA,NA,NA,NA,0,NA,NA,NA,100,NA,NA,70,NA,90,NA,NA,NA,NA,211,220,231
1624,PI 656072,Type1,5,6,27,50627,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,100,NA,237,241,250
1894,PI 641836,Type1,5,7,27,50727,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,1,60,100,NA,NA,232,235,240
2164,PI 641824,Type1,5,8,27,50827,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,30,80,90,NA,NA,226,233,241
2434,PI 656098,Type3,5,9,27,50927,LN,NA,NA,0,NA,NA,70,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,206,214
2704,PI 656010,Type3,5,10,27,51027,LN,NA,NA,NA,NA,NA,0,NA,NA,NA,20,NA,NA,80,NA,100,NA,NA,NA,NA,213,220,228
2974,PI 656087,Type3,5,11,27,51127,LN,NA,NA,0,NA,NA,60,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,208,215
3244,PI 656120,Type3,5,12,27,51227,LN,NA,NA,NA,NA,NA,0,NA,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,210,213,217
3517,check,Check,5,13,27,51327,LN,NA,NA,NA,NA,NA,0,NA,NA,NA,20,NA,NA,80,NA,100,NA,NA,NA,NA,213,220,228
3784,PI 656025,Type3,5,14,27,51427,LN,NA,NA,NA,NA,NA,0,NA,NA,NA,90,NA,NA,NA,NA,100,NA,NA,NA,NA,210,213,217
4054,PI 552856,Type3,5,15,27,51527,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5,NA,80,NA,90,NA,NA,224,228,241
4324,PI 653617,Type3,5,16,27,51627,LN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,50,NA,100,NA,NA,NA,NA,218,224,230
1108,PI 533937,Type6,6,1,1,60101,HN,NA,NA,0,NA,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,206,214
2818,PI 533762,Type6,6,2,1,60201,HN,NA,NA,0,NA,NA,NA,90,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,201,206,210
555,check,Check,6,3,1,60301,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,70,NA,NA,80,NA,100,NA,NA,NA,NA,211,215,228
825,PI 534079,Type6,6,4,1,60401,HN,NA,NA,0,NA,NA,NA,5,NA,NA,80,NA,NA,90,NA,100,NA,NA,NA,NA,210,214,224
1095,PI 534137,Type6,6,5,1,60501,HN,NA,NA,0,NA,NA,NA,10,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,210,214,220
1365,PI 533871,Type6,6,6,1,60601,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,70,NA,NA,90,NA,100,NA,NA,NA,NA,211,215,224
1635,PI 534132,Type6,6,7,1,60701,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,89,NA,NA,90,NA,100,NA,NA,NA,NA,211,214,224
1905,PI 533788,Type6,6,8,1,60801,HN,NA,NA,0,NA,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,206,214
2175,PI 533822,Type1,6,9,1,60901,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,80,NA,NA,90,NA,100,NA,NA,NA,NA,211,214,224
2445,PI 533842,Type1,6,10,1,61001,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,10,NA,NA,80,NA,100,NA,NA,NA,NA,217,221,228
2718,PI 533852,Type1,6,11,1,61101,HN,NA,NA,0,NA,NA,NA,5,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,210,214,220
2985,PI 534155,Type1,6,12,1,61201,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,50,NA,100,NA,NA,NA,NA,218,224,230
3255,PI 533845,Type1,6,13,1,61301,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,80,NA,NA,NA,NA,100,NA,NA,NA,NA,211,214,224
3525,PI 533821,Type1,6,14,1,61401,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,70,NA,NA,90,NA,100,NA,NA,NA,NA,211,215,224
3795,PI 533810,Type1,6,15,1,61501,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,20,NA,NA,70,NA,100,NA,NA,NA,NA,214,221,229
4065,PI 533757,Type1,6,16,1,61601,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,30,NA,NA,80,NA,100,NA,NA,NA,NA,212,220,228
2108,PI 533938,Type6,6,1,2,60102,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,20,NA,NA,90,NA,100,NA,NA,NA,NA,214,220,224
2918,PI 533794,Type6,6,2,2,60202,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,20,NA,NA,30,NA,100,NA,NA,NA,NA,214,226,230
565,PI 534144,Type6,6,3,2,60302,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,60,NA,100,NA,NA,NA,NA,218,223,229
835,PI 534139,Type6,6,4,2,60402,HN,NA,NA,0,NA,NA,NA,30,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,203,212,217
1109,PI 534104,Type6,6,5,2,60502,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,50,NA,NA,90,NA,100,NA,NA,NA,NA,211,217,224
1375,PI 533985,Type6,6,6,2,60602,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,60,NA,NA,90,NA,100,NA,NA,NA,NA,211,216,224
1645,check,Check,6,7,2,60702,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,30,NA,NA,90,NA,100,NA,NA,NA,NA,212,219,224
1918,PI 17548,Type6,6,8,2,60802,HN,NA,NA,0,NA,NA,NA,20,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,205,214,220
2185,PI 534148,Type1,6,9,2,60902,HN,NA,NA,0,NA,NA,NA,15,NA,NA,100,NA,NA,90,NA,NA,NA,NA,NA,NA,207,217,224
2455,PI 534157,Type1,6,10,2,61002,HN,NA,NA,0,NA,NA,NA,30,NA,NA,80,NA,NA,90,NA,100,NA,NA,NA,NA,203,213,224
2725,PI 533761,Type1,6,11,2,61102,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,70,90,NA,NA,NA,225,229,236
2995,PI 534128,Type1,6,12,2,61202,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,80,NA,90,NA,NA,NA,NA,218,221,231
3265,PI 534127,Type1,6,13,2,61302,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,20,NA,NA,50,NA,100,NA,NA,NA,NA,214,224,230
3535,PI 534054,Type1,6,14,2,61402,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,20,NA,90,100,NA,NA,NA,220,227,231
3805,PI 534112,Type1,6,15,2,61502,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,30,NA,70,80,90,NA,NA,219,228,241
4075,check,Check,6,16,2,61602,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,20,NA,NA,80,NA,100,NA,NA,NA,NA,214,220,228
3108,PI 533976,Type6,6,1,3,60103,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,10,NA,NA,70,NA,100,NA,NA,NA,NA,217,222,229
3018,PI 533970,Type6,6,2,3,60203,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,70,NA,100,NA,NA,NA,NA,218,222,229
575,PI 534088,Type6,6,3,3,60303,HN,NA,NA,0,NA,NA,NA,40,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,202,211,217
845,PI 533877,Type6,6,4,3,60403,HN,NA,NA,0,NA,NA,NA,70,NA,NA,90,NA,NA,NA,NA,100,NA,NA,NA,NA,201,207,217
1118,PI 533876,Type6,6,5,3,60503,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1385,PI 533855,Type6,6,6,3,60603,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,90,NA,NA,NA,NA,100,NA,NA,NA,NA,211,214,217
1655,PI 533752,Type6,6,7,3,60703,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,20,NA,90,NA,NA,NA,NA,220,227,231
1925,PI 152651,Type6,6,8,3,60803,HN,NA,NA,0,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,206,210
2195,check,Check,6,9,3,60903,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,30,NA,NA,80,NA,100,NA,NA,NA,NA,212,220,228
2465,PI 533919,Type1,6,10,3,61003,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,10,NA,NA,70,NA,90,NA,NA,NA,NA,217,222,231
2735,PI 533869,Type1,6,11,3,61103,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,80,NA,NA,NA,NA,90,NA,NA,NA,NA,211,214,231
3005,PI 533964,Type1,6,12,3,61203,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5,NA,60,90,NA,NA,NA,225,230,236
3275,PI 534096,Type1,6,13,3,61303,HN,NA,NA,0,NA,NA,NA,80,NA,NA,100,NA,NA,90,NA,NA,NA,NA,NA,NA,201,206,224
3545,PI 533901,Type1,6,14,3,61403,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,90,NA,100,NA,NA,NA,NA,218,221,224
3818,PI 533856,Type1,6,15,3,61503,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,90,100,NA,NA,225,231,236
4085,PI 533841,Type1,6,16,3,61603,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,69,NA,NA,80,NA,90,NA,NA,NA,NA,211,215,231
440,PI 597980,Type6,6,1,4,60104,HN,NA,NA,0,NA,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,206,214
3118,PI 642793,Type6,6,2,4,60204,HN,NA,NA,0,NA,NA,NA,10,NA,NA,100,NA,NA,90,NA,NA,NA,NA,NA,NA,210,217,224
585,PI 542718,Type6,6,3,4,60304,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,100,NA,NA,90,NA,NA,NA,NA,NA,NA,212,218,224
855,PI 655977,Type6,6,4,4,60404,HN,NA,NA,0,NA,NA,NA,5,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,213,216
1125,PI 655979,Type6,6,5,4,60504,HN,NA,NA,0,NA,NA,NA,50,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,202,210,220
1395,PI 642998,Type6,6,6,4,60604,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,40,NA,NA,50,NA,NA,100,NA,NA,NA,212,224,234
1665,PI 564163,Type6,6,7,4,60704,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,80,NA,NA,90,NA,NA,NA,NA,NA,NA,211,214,224
1935,PI 597945,Type6,6,8,4,60804,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,70,NA,NA,90,NA,NA,NA,NA,NA,NA,211,215,224
2205,PI 655976,Type1,6,9,4,60904,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,211,214,217
2475,PI 597973,Type1,6,10,4,61004,HN,NA,NA,0,NA,NA,NA,15,NA,NA,80,NA,NA,90,NA,100,NA,NA,NA,NA,207,214,224
2745,PI 576375,Type1,6,11,4,61104,HN,NA,NA,0,NA,NA,NA,50,NA,NA,90,NA,NA,NA,NA,100,NA,NA,NA,NA,202,210,217
3019,PI 655972,Type1,6,12,4,61204,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,30,NA,NA,60,NA,100,NA,NA,NA,NA,212,222,229
3285,PI 576373,Type1,6,13,4,61304,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,80,NA,NA,90,NA,100,NA,NA,NA,NA,211,214,224
3555,PI 576401,Type1,6,14,4,61404,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,20,NA,NA,30,NA,70,100,NA,NA,NA,214,228,234
3825,check,Check,6,15,4,61504,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,20,NA,NA,30,NA,90,100,NA,NA,NA,214,226,231
4095,PI 656012,Type1,6,16,4,61604,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,30,70,90,100,NA,226,234,241
518,PI 641849,Type6,6,1,5,60105,HN,NA,NA,0,NA,NA,NA,60,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,208,215
3218,PI 597951,Type6,6,2,5,60205,HN,NA,NA,0,NA,NA,NA,40,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,211,217
595,PI 534167,Type6,6,3,5,60305,HN,NA,NA,0,NA,NA,NA,40,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,202,212,220
865,PI 576387,Type6,6,4,5,60405,HN,NA,NA,0,NA,NA,NA,50,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,210,216
1135,PI 576385,Type6,6,5,5,60505,HN,NA,NA,0,NA,NA,NA,70,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,207,215
1405,PI 595744,Type6,6,6,5,60605,HN,NA,NA,0,NA,NA,NA,20,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,205,213,216
1675,PI 576393,Type6,6,7,5,60705,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,70,NA,NA,100,NA,NA,NA,NA,NA,NA,211,215,222
1945,PI 597976,Type6,6,8,5,60805,HN,NA,NA,0,NA,NA,NA,70,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,201,207,217
2218,PI 561072,Type1,6,9,5,60905,HN,NA,NA,0,NA,NA,NA,60,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,202,208,217
2485,PI 656011,Type1,6,10,5,61005,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,30,NA,80,100,NA,NA,NA,219,227,234
2755,PI 564164,Type1,6,11,5,61105,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,15,NA,90,NA,NA,NA,NA,222,227,231
3025,PI 561073,Type1,6,12,5,61205,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,10,NA,NA,70,NA,100,NA,NA,NA,NA,217,222,229
3295,PI 576386,Type1,6,13,5,61305,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,20,90,NA,NA,NA,228,233,236
3565,PI 655978,Type1,6,14,5,61405,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,80,90,NA,100,NA,225,228,236
3835,PI 576418,Type1,6,15,5,61505,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,10,NA,NA,70,NA,100,NA,NA,NA,NA,217,222,229
4105,PI 576422,Type1,6,16,5,61605,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,40,NA,NA,80,NA,100,NA,NA,NA,NA,212,219,228
618,check,Check,6,1,6,60106,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,69,NA,NA,90,NA,NA,NA,NA,NA,NA,211,215,224
3318,PI 597966,Type6,6,2,6,60206,HN,NA,NA,0,NA,NA,NA,5,NA,NA,89,NA,NA,100,NA,NA,NA,NA,NA,NA,210,214,218
605,check,Check,6,3,6,60306,HN,NA,NA,0,NA,NA,NA,5,NA,NA,50,NA,NA,90,NA,NA,NA,NA,NA,NA,211,217,224
875,PI 597946,Type6,6,4,6,60406,HN,NA,NA,0,NA,NA,NA,90,NA,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,201,206,210
1145,PI 655973,Type6,6,5,6,60506,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,70,NA,100,NA,NA,NA,NA,218,222,229
1418,PI 576437,Type6,6,6,6,60606,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,211,214,217
1685,commercialUNL,Check,6,7,6,60706,HN,NA,NA,0,NA,NA,NA,30,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,203,212,217
1955,PI 613536,Type6,6,8,6,60806,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,60,NA,NA,80,NA,100,NA,NA,NA,NA,211,216,228
2225,PI 576333,Type1,6,9,6,60906,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,211,214,217
2495,PI 534163,Type1,6,10,6,61006,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,30,NA,100,NA,NA,NA,NA,219,226,230
2765,PI 655997,Type1,6,11,6,61106,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,20,NA,NA,80,NA,90,100,NA,NA,NA,214,220,231
3035,PI 656001,Type1,6,12,6,61206,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,90,100,NA,NA,NA,225,228,231
3305,PI 642791,Type1,6,13,6,61306,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,20,NA,NA,80,NA,90,100,NA,NA,NA,214,220,231
3575,check,Check,6,14,6,61406,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,10,NA,NA,50,NA,100,NA,NA,NA,NA,217,224,230
3845,PI 607931,Type1,6,15,6,61506,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,10,NA,100,NA,NA,NA,NA,224,227,230
4118,PI 576376,Type1,6,16,6,61606,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,69,NA,NA,100,NA,NA,NA,NA,NA,NA,211,215,222
718,PI 656102,Type6,6,1,7,60107,HN,NA,NA,0,NA,NA,NA,80,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,201,206,214
3418,PI 656074,Type6,6,2,7,60207,HN,NA,NA,0,NA,NA,NA,15,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,207,213,216
619,check,Check,6,3,7,60307,HN,NA,NA,0,NA,NA,NA,10,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,210,213,216
885,PI 656088,Type6,6,4,7,60407,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,70,NA,NA,90,NA,100,NA,NA,NA,NA,211,215,224
1155,PI 655982,Type6,6,5,7,60507,HN,NA,NA,0,NA,NA,NA,50,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,210,216
1425,PI 656090,Type6,6,6,7,60607,HN,NA,NA,0,NA,NA,NA,60,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,208,215
1695,PI 655994,Type6,6,7,7,60707,HN,NA,NA,0,NA,NA,NA,30,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,203,212,217
1965,PI 656035,Type6,6,8,7,60807,HN,NA,NA,0,NA,NA,NA,20,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,205,213,217
2235,PI 656097,Type1,6,9,7,60907,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,30,NA,70,100,NA,NA,NA,219,228,234
2505,PI 656027,Type1,6,10,7,61007,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,20,NA,NA,30,NA,90,NA,NA,NA,NA,214,226,231
2775,check,Check,6,11,7,61107,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,70,NA,NA,80,NA,100,NA,NA,NA,NA,211,215,228
3045,PI 641824,Type1,6,12,7,61207,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,60,100,NA,NA,NA,225,230,235
3319,PI 655984,Type1,6,13,7,61307,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,80,NA,NA,90,NA,100,NA,NA,NA,NA,211,214,224
3585,check,Check,6,14,7,61407,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,50,NA,NA,80,NA,100,NA,NA,NA,NA,211,217,228
3855,PI 659695,Type1,6,15,7,61507,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,80,NA,NA,NA,NA,100,NA,NA,NA,NA,211,214,224
4125,PI 656058,Type1,6,16,7,61607,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,60,90,NA,NA,NA,225,230,236
818,PI 656103,Type6,6,1,8,60108,HN,NA,NA,0,NA,NA,NA,80,NA,NA,90,NA,NA,100,NA,NA,NA,NA,NA,NA,201,206,217
3518,PI 656043,Type6,6,2,8,60208,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,20,NA,100,NA,NA,NA,NA,220,227,230
625,PI 655980,Type6,6,3,8,60308,HN,NA,NA,0,NA,NA,NA,10,NA,NA,80,NA,NA,90,NA,100,NA,NA,NA,NA,210,214,224
895,PI 655983,Type6,6,4,8,60408,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,100,NA,NA,NA,NA,225,228,230
1165,PI 656106,Type6,6,5,8,60508,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,70,NA,90,NA,NA,NA,NA,218,222,231
1435,PI 655992,Type6,6,6,8,60608,HN,NA,NA,0,NA,NA,NA,60,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,208,215
1705,PI 656114,Type6,6,7,8,60708,HN,NA,NA,0,NA,NA,NA,70,NA,NA,100,NA,NA,90,NA,NA,NA,NA,NA,NA,201,207,224
1975,PI 656013,Type6,6,8,8,60808,HN,NA,NA,NA,NA,NA,NA,0,NA,NA,70,NA,NA,80,NA,90,NA,NA,NA,NA,211,215,231
2245,PI 656075,Type1,6,9,8,60908,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,90,NA,NA,NA,NA,225,228,231
2518,PI 566819,Type1,6,10,8,61008,HN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,90,NA,NA,232,236,241
